what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199545968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199546109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199558890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199562046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199580687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199588281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199588343
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199588468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199591031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199595343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199595500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199597390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199602312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199606250
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1267199610031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199650375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199650375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199650468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199675828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199689656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199689671
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267199689765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267202027828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267202030296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267202031906
