what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267237983593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267237991000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267237991000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267237991093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238487078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238495734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238495750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238495875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238640953
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1267238652890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238654296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238654312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238654468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238676343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238700859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1267238700921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238714734
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1267238721281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238722781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267238742984
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1267238750093
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1267238753625
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1267238780296
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PropertiesFileEditor,1267238780546
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PropertiesFileEditor,1267238780578
