what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1267713922421
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1267713925890
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267713927468
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267713927656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267713995015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714002453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714063000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714068250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714129031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714131375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714191984
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714194453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714255015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714260109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714321015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714327906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714389015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714391921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714453000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267714456484
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267714486390
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1267714550546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1267714576609
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1267714580593
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267714701312
